Methone,Saturn,0.00130149,0.002,0,0,0,315.5,0
S2003_j19,Jupiter,0.154791,0.265,0,0,218.4,123.4,0
S2017_j2,Jupiter,0.153433,0.272,0,0,293.3,137.5,0
Bestla,Saturn,0.134661,0.52,0,0,238.5,81.1,0
Pandia,Jupiter,0.0767457,0.179,0,0,153.9,194.3,0
S2004_s34,Saturn,0.161433,0.282,0,0,34.7,346.5,0
S2004_s25,Saturn,0.140049,0.519,0,0,208,268.2,0
S2010_j2,Jupiter,0.138993,0.248,0,0,306.3,15.1,0
S2017_j5,Jupiter,0.155124,0.257,0,0,66.9,211.7,0
S2017_j7,Jupiter,0.140141,0.233,0,0,359.1,119.4,0
Carpo,Jupiter,0.113921,0.416,0,0,339.8,86.6,0
Ersa,Jupiter,0.076211,0.116,0,0,263.4,304.7,0
Mundilfari,Saturn,0.124688,0.21,0,0,92.8,309.7,0
Elara,Jupiter,0.0782919,0.211,0,0,330.7,140.1,0
S2011_j1,Jupiter,0.154578,0.271,0,0,248.4,251.8,0
Arche,Jupiter,0.154399,0.261,0,0,39.8,213.5,0
S2003_j10,Jupiter,0.157598,0.264,0,0,286.9,227.5,0
S2003_j2,Jupiter,0.140361,0.225,0,0,35.2,200.4,0
S2004_s32,Saturn,0.141392,0.254,0,0,169.4,32.7,0
S2003_j12,Jupiter,0.14013,0.235,0,0,201.3,277.9,0
S2003_j16,Jupiter,0.139592,0.243,0,0,307.4,24.6,0
Polydeuces,Saturn,0.0025241,0.019,0,0,359,94.1,0
Herse,Jupiter,0.154752,0.262,0,0,141.2,101.2,0
Cyllene,Jupiter,0.158122,0.419,0,0,121.3,47.8,0
S2003_j24,Jupiter,0.152993,0.259,0,0,131.8,24.2,0
Tethys,Saturn,0.00197195,0.001,0.000103392,0.0833621,0,335.3,0
Harpalyke,Jupiter,0.139655,0.232,0,0,219.3,71.3,0
Narvi,Saturn,0.12934,0.43,0,0,114.2,170,0
Dione,Saturn,0.00252477,0.002,0.000183426,0.088118,212,116,0
Rhea,Saturn,0.00352411,0.001,0.000386193,0.11984,31.5,44.3,0
Umbriel,Uranus,0.0017781,0.004,0.00021349,0.0917752,258.3,157.5,0
Thebe,Jupiter,0.00148331,0.018,7.56371e-08,0.00773819,182.1,26.6,0
Pandora,Saturn,0.000947206,0.004,2.32305e-08,0.00637263,123.9,217.9,0
S2004_s23,Saturn,0.143431,0.437,0,0,65.1,22.8,0
Aegir,Saturn,0.138712,0.252,0,0,26,242.7,0
Hyperion,Saturn,0.00990322,0.105,9.29446e-07,0.0211898,122.9,214,0
Prospero,Uranus,0.108738,0.439,0,0,125.3,251.9,0
S2004_s30,Saturn,0.138444,0.087,0,0,336.5,269.3,0
Phoebe,Saturn,0.0864277,0.164,1.3918e-06,0.0167164,308,240.3,0
Telesto,Saturn,0.00197195,0.001,0,0,360,66.2,0
S2004_s12,Saturn,0.13293,0.327,0,0,1.6,87.1,0
Epimetheus,Saturn,0.00101205,0.02,8.81555e-08,0.00913514,197.2,96.3,0
Oberon,Uranus,0.00389979,0.001,0.000515035,0.11951,139.7,182.4,0
Atlas,Saturn,0.000920468,0.001,9.28217e-10,0.00237011,289.1,82.3,0
Pan,Saturn,0.000893061,0,7.02434e-10,0.00219746,146.6,0,0
Daphnis,Saturn,0.000912446,0,0,0,153.6,0,0
Anthe,Saturn,0.00132422,0.002,0,0,351.4,293.4,0
Dia,Jupiter,0.081955,0.232,0,0,309.6,176.8,0
Ymir,Saturn,0.154601,0.334,0,0,228.7,21.4,0
Kerberos,Pluto,0.000386369,0,2.75956e-09,0.000941767,303.5,0,0
Kiviuq,Saturn,0.0758233,0.212,0,0,171,90.6,0
Ijiraq,Saturn,0.0762578,0.272,0,0,17.3,92.9,0
Paaliaq,Saturn,0.101378,0.341,0,0,321.3,238.7,0
Tarvos,Saturn,0.121947,0.538,0,0,265.8,274.1,0
Iocaste,Jupiter,0.140822,0.227,0,0,215.5,244.7,0
Suttungr,Saturn,0.130136,0.114,0,0,321.1,34.3,0
Erriapus,Saturn,0.117662,0.472,0,0,294.8,282.5,0
Thrymr,Saturn,0.136486,0.466,0,0,30.1,125.4,0
Styx,Pluto,0.000283426,0,0,0.000816198,180.9,0,0
Hati,Saturn,0.132809,0.371,0,0,163.6,21.3,0
Ceres,Sol,2.766,0.0785,0,939.4,291.38,73.64,1
Pallas,Sol,2.771,0.2300,0,513,272.48,310.70,2
Juno,Sol,2.669,0.2569,0,246.596,261.30,247.94,3
Vesta,Sol,2.361,0.0882,0,525.4,7.03,151.09,4
Astraea,Sol,2.575,0.1901,0,106.699,160.98,358.74,5
Hebe,Sol,2.426,0.2031,0,185.18,347.50,239.51,6
Iris,Sol,2.387,0.2295,0,199.83,47.64,145.34,7
Flora,Sol,2.202,0.1561,0,147.491,136.26,285.55,8
Metis,Sol,2.385,0.1236,0,190,184.56,6.16,9
Hygiea,Sol,3.142,0.1116,0,407.12,328.90,312.49,10
Parthenope,Sol,2.453,0.0995,0,142.887,175.42,195.60,11
Victoria,Sol,2.334,0.2207,0,115.087,49.75,69.67,12
Egeria,Sol,2.577,0.0854,0,202.636,66.24,80.15,13
Irene,Sol,2.586,0.1659,0,152,42.04,97.71,14
Eunomia,Sol,2.644,0.1866,0,231.689,152.50,98.63,15
Psyche,Sol,2.924,0.1339,0,226,125.13,229.22,16
Thetis,Sol,2.471,0.1329,0,84.899,197.57,135.81,17
Melpomene,Sol,2.296,0.2179,0,139.594,190.37,228.12,18
Fortuna,Sol,2.443,0.1570,0,200,95.09,182.47,19
Massalia,Sol,2.409,0.1431,0,135.680,20.51,257.56,20
Lutetia,Sol,2.435,0.1635,0,95.76,243.38,250.16,21
Kalliope,Sol,2.91,0.0984,0,167.536,33.48,357.60,22
Thalia,Sol,2.63,0.2327,0,107.53,207.14,60.99,23
Themis,Sol,3.142,0.1224,0,198,171.96,107.60,24
Phocaea,Sol,2.399,0.2550,0,61.054,78.04,90.25,25
Proserpina,Sol,2.655,0.0894,0,94.80,333.30,193.66,26
Euterpe,Sol,2.348,0.1721,0,96,249.69,356.26,27
Bellona,Sol,2.775,0.1515,0,120.90,126.85,343.83,28
Amphitrite,Sol,2.554,0.0734,0,189.559,165.88,63.09,29
Urania,Sol,2.366,0.1277,0,92.787,300.48,87.00,30
Euphrosyne,Sol,3.164,0.2179,0,267.080,262.86,61.56,31
Pomona,Sol,2.587,0.0817,0,80.76,269.62,338.68,32
Polyhymnia,Sol,2.875,0.3317,0,52.929,184.13,338.49,33
Circe,Sol,2.687,0.1066,0,132.992,351.03,330.22,34
Leukothea,Sol,2.993,0.2248,0,103.055,45.45,213.46,35
Atalante,Sol,2.747,0.3056,0,132.842,156.20,47.78,36
Fides,Sol,2.641,0.1759,0,108.35,211.33,62.62,37
Leda,Sol,2.742,0.1531,0,92.255,222.44,169.20,38
Laetitia,Sol,2.77,0.1117,0,179.484,155.00,209.54,39
Harmonia,Sol,2.267,0.0465,0,111.251,37.30,268.65,40
Daphne,Sol,2.761,0.2746,0,205.495,349.11,45.92,41
Isis,Sol,2.442,0.2227,0,110.997,101.85,237.18,42
Ariadne,Sol,2.203,0.1688,0,71.340,79.28,16.31,43
Nysa,Sol,2.423,0.1489,0,70.64,342.99,344.19,44
Eugenia,Sol,2.721,0.0836,0,202.327,258.63,87.66,45
Hestia,Sol,2.525,0.1728,0,131.471,315.63,177.35,46
Aglaja,Sol,2.882,0.1301,0,168.174,253.30,315.06,47
Doris,Sol,3.115,0.0706,0,216.473,250.21,251.98,48
Pales,Sol,3.098,0.2215,0,166.252,60.40,113.11,49
Virginia,Sol,2.65,0.2852,0,84.074,27.20,199.90,50
Nemausa,Sol,2.366,0.0676,0,138.159,7.67,1.91,51
Europa,Sol,3.095,0.1108,0,303.918,58.66,343.14,52
Kalypso,Sol,2.619,0.2025,0,97.262,295.87,314.09,53
Alexandra,Sol,2.712,0.1970,0,160.120,238.89,345.18,54
Pandora,Sol,2.759,0.1438,0,84.794,215.91,5.42,55
Melete,Sol,2.596,0.2380,0,121.333,122.30,104.93,56
Mnemosyne,Sol,3.157,0.1099,0,112.59,319.48,210.36,57
Concordia,Sol,2.702,0.0436,0,106.517,157.83,33.45,58
Elpis,Sol,2.713,0.1173,0,165.119,20.11,210.67,59
Echo,Sol,2.392,0.1850,0,43.218,114.90,271.10,60
Danae,Sol,2.984,0.1648,0,85.937,103.20,12.66,61
Erato,Sol,3.13,0.1679,0,106.921,56.90,277.36,62
Ausonia,Sol,2.396,0.1274,0,116.044,45.15,296.22,63
Angelina,Sol,2.681,0.1256,0,58.292,260.96,180.67,64
Cybele,Sol,3.433,0.1141,0,237.26,55.63,103.43,65
Maja,Sol,2.645,0.1733,0,71.82,248.43,43.75,66
Asia,Sol,2.422,0.1848,0,56.309,180.09,107.02,67
Leto,Sol,2.783,0.1850,0,122.509,113.81,304.61,68
Hesperia,Sol,2.975,0.1702,0,138.13,133.30,288.91,69
Panopaea,Sol,2.615,0.1806,0,127.911,303.07,255.66,70
Niobe,Sol,2.757,0.1749,0,83.42,119.07,267.19,71
Feronia,Sol,2.266,0.1205,0,74.966,295.40,103.13,72
Klytia,Sol,2.664,0.0418,0,44.590,20.26,55.41,73
Galatea,Sol,2.782,0.2361,0,118.71,127.08,174.66,74
Eurydike,Sol,2.675,0.3036,0,62.377,187.07,339.44,75
Freia,Sol,3.414,0.1663,0,145.423,80.60,252.14,76
Frigga,Sol,2.668,0.1330,0,61.390,149.59,61.67,77
Diana,Sol,2.622,0.2058,0,120.60,190.69,152.85,78
Eurynome,Sol,2.445,0.1903,0,63.479,126.14,201.54,79
Sappho,Sol,2.296,0.2002,0,68.563,20.84,139.49,80
Terpsichore,Sol,2.852,0.2114,0,117.727,191.82,51.53,81
Alkmene,Sol,2.764,0.2205,0,57.621,30.43,111.05,82
Beatrix,Sol,2.434,0.0812,0,110.503,128.78,169.32,83
Klio,Sol,2.362,0.2364,0,79.16,18.91,15.04,84
Io,Sol,2.652,0.1942,0,154.79,89.11,122.82,85
Semele,Sol,3.106,0.2158,0,109.929,171.86,308.87,86
Sylvia,Sol,3.48,0.0940,0,253.051,244.12,263.93,87
Thisbe,Sol,2.769,0.1618,0,232,262.59,36.53,88
Julia,Sol,2.55,0.1847,0,145.483,19.81,45.04,89
Antiope,Sol,3.147,0.1668,0,115.974,321.32,245.17,90
Aegina,Sol,2.59,0.1069,0,103.402,43.15,74.39,91
Undina,Sol,3.191,0.1060,0,126.42,353.89,238.23,92
Minerva,Sol,2.755,0.1389,0,154.155,332.17,275.17,93
Aurora,Sol,3.158,0.0947,0,204.89,124.73,60.22,94
Arethusa,Sol,3.063,0.1532,0,147.969,258.17,153.66,95
Aegle,Sol,3.049,0.1414,0,177.774,289.86,208.23,96
Klotho,Sol,2.668,0.2577,0,100.717,177.22,268.57,97
Ianthe,Sol,2.688,0.1875,0,132.788,349.69,158.49,98
Dike,Sol,2.665,0.1961,0,67.354,110.80,195.74,99
Hekate,Sol,3.087,0.1691,0,85.734,68.70,183.81,100
Helena,Sol,2.584,0.1412,0,65.84,350.74,348.31,101
Miriam,Sol,2.663,0.2511,0,82.595,117.99,147.16,102
Hera,Sol,2.703,0.0792,0,83.908,216.40,189.04,103
Klymene,Sol,3.147,0.1613,0,136.553,95.05,31.70,104
Artemis,Sol,2.374,0.1776,0,94.864,75.70,57.27,105
Dione,Sol,3.18,0.1593,0,207.869,37.30,331.31,106
Camilla,Sol,3.488,0.0650,0,210.370,118.56,305.68,107
Hecuba,Sol,3.248,0.0574,0,75.498,139.01,210.23,108
Felicitas,Sol,2.695,0.2995,0,82.588,114.65,57.59,109
Lydia,Sol,2.732,0.0802,0,86.09,66.29,282.00,110
Ate,Sol,2.593,0.1025,0,126.344,300.55,168.17,111
Iphigenia,Sol,2.433,0.1284,0,69.818,328.54,17.33,112
Amalthea,Sol,2.376,0.0862,0,50.137,45.18,78.63,113
Kassandra,Sol,2.676,0.1380,0,94.178,286.43,352.75,114
Thyra,Sol,2.38,0.1932,0,79.83,285.60,96.87,115
Sirona,Sol,2.766,0.1415,0,71.70,76.63,94.27,116
Lomia,Sol,2.991,0.0241,0,208.974,339.88,50.93,117
Peitho,Sol,2.436,0.1646,0,40.211,209.55,33.18,118
Althaea,Sol,2.581,0.0813,0,57.30,228.52,171.45,119
Lachesis,Sol,3.117,0.0515,0,155.132,52.70,234.25,120
Hermione,Sol,3.454,0.1263,0,209.00,13.21,296.80,121
Gerda,Sol,3.223,0.0307,0,70.676,144.69,321.05,122
Brunhild,Sol,2.694,0.1209,0,45.209,182.99,125.45,123
Alkeste,Sol,2.632,0.0766,0,88.648,84.63,62.61,124
Liberatrix,Sol,2.744,0.0783,0,48.418,20.67,110.34,125
Velleda,Sol,2.439,0.1055,0,44.82,100.19,327.99,126
Johanna,Sol,2.754,0.0666,0,122,140.36,93.12,127
Nemesis,Sol,2.749,0.1281,0,162.515,288.58,303.46,128
Antigone,Sol,2.867,0.2130,0,113,143.16,110.83,129
Elektra,Sol,3.127,0.2093,0,180.652,124.07,237.62,130
Vala,Sol,2.433,0.0675,0,31.337,88.46,161.23,131
Aethra,Sol,2.61,0.3889,0,42.87,146.28,255.34,132
Cyrene,Sol,3.064,0.1348,0,72.175,323.13,290.25,133
Sophrosyne,Sol,2.563,0.1146,0,108,349.52,85.34,134
Hertha,Sol,2.429,0.2069,0,79.24,238.35,340.31,135
Austria,Sol,2.287,0.0847,0,36.893,142.31,132.55,136
Meliboea,Sol,3.126,0.2117,0,128.678,217.38,107.53,137
Tolosa,Sol,2.449,0.1623,0,52.905,142.97,260.57,138
Juewa,Sol,2.783,0.1739,0,151.116,124.98,165.82,139
Siwa,Sol,2.734,0.2141,0,109.79,276.34,196.95,140
Lumen,Sol,2.665,0.2136,0,117.916,25.99,57.64,141
Polana,Sol,2.419,0.1346,0,54.812,305.32,291.72,142
Adria,Sol,2.762,0.0736,0,95.377,296.18,252.15,143
Vibilia,Sol,2.654,0.2354,0,142.38,235.13,294.65,144
Adeona,Sol,2.671,0.1464,0,127.783,323.38,45.25,145
Lucina,Sol,2.719,0.0665,0,160.310,279.42,145.54,146
Protogeneia,Sol,3.135,0.0231,0,132.93,86.65,101.77,147
Gallia,Sol,2.77,0.1879,0,97.75,217.82,252.66,148
Nuwa,Sol,2.985,0.1236,0,119.128,158.16,153.75,150
Abundantia,Sol,2.591,0.0353,0,39.037,251.83,133.36,151
Atala,Sol,3.14,0.0815,0,58.964,47.70,59.00,152
Hilda,Sol,3.977,0.1400,0,170.63,299.21,39.33,153
Bertha,Sol,3.198,0.0765,0,192.611,108.35,161.39,154
Scylla,Sol,2.762,0.2727,0,39.605,303.47,46.59,155
Xanthippe,Sol,2.728,0.2264,0,143.346,340.51,338.28,156
Koronis,Sol,2.869,0.0526,0,39.025,56.81,146.61,158
Aemilia,Sol,3.108,0.1045,0,125.236,214.84,333.15,159
Una,Sol,2.726,0.0673,0,81.24,223.32,51.75,160
Athor,Sol,2.38,0.1371,0,40.992,166.14,294.79,161
Laurentia,Sol,3.016,0.1819,0,97.021,316.79,115.78,162
Erigone,Sol,2.366,0.1922,0,81.579,100.94,298.65,163
Eva,Sol,2.631,0.3473,0,100.254,321.19,284.04,164
Loreley,Sol,3.123,0.0845,0,180.083,124.97,345.04,165
Rhodope,Sol,2.687,0.2115,0,52.393,323.61,263.98,166
Urda,Sol,2.852,0.0378,0,39.935,90.86,128.67,167
Sibylla,Sol,3.376,0.0745,0,145.366,127.68,175.74,168
Zelia,Sol,2.358,0.1309,0,37.517,74.23,334.68,169
Maria,Sol,2.554,0.0629,0,33.136,212.51,157.94,170
Ophelia,Sol,3.132,0.1321,0,130.808,8.24,55.72,171
Baucis,Sol,2.38,0.1149,0,62.43,351.96,359.66,172
Ino,Sol,2.741,0.2096,0,125.821,251.09,228.84,173
Phaedra,Sol,2.861,0.1410,0,64.849,17.29,289.71,174
Andromache,Sol,3.185,0.2330,0,94.532,23.32,319.79,175
Iduna,Sol,3.182,0.1714,0,106.976,151.93,188.60,176
Irma,Sol,2.772,0.2340,0,69.049,108.42,39.44,177
Belisana,Sol,2.461,0.0424,0,35.81,271.53,211.55,178
Klytaemnestra,Sol,2.973,0.1101,0,69.946,103.14,104.03,179
Eucharis,Sol,3.127,0.2073,0,115.383,29.01,318.88,181
Elsa,Sol,2.415,0.1869,0,39.520,184.66,310.76,182
