Xanthippe,2.728,0.2264,143.346,340.51,338.28,156
Koronis,2.869,0.0526,39.025,56.81,146.61,158
Aemilia,3.108,0.1045,125.236,214.84,333.15,159
Una,2.726,0.0673,81.24,223.32,51.75,160
Athor,2.38,0.1371,40.992,166.14,294.79,161
Laurentia,3.016,0.1819,97.021,316.79,115.78,162
Erigone,2.366,0.1922,81.579,100.94,298.65,163
Eva,2.631,0.3473,100.254,321.19,284.04,164
Loreley,3.123,0.0845,180.083,124.97,345.04,165
Rhodope,2.687,0.2115,52.393,323.61,263.98,166
Urda,2.852,0.0378,39.935,90.86,128.67,167
Sibylla,3.376,0.0745,145.366,127.68,175.74,168
Zelia,2.358,0.1309,37.517,74.23,334.68,169
Maria,2.554,0.0629,33.136,212.51,157.94,170
Ophelia,3.132,0.1321,130.808,8.24,55.72,171
Baucis,2.38,0.1149,62.43,351.96,359.66,172
Ino,2.741,0.2096,125.821,251.09,228.84,173
Phaedra,2.861,0.1410,64.849,17.29,289.71,174
Andromache,3.185,0.2330,94.532,23.32,319.79,175
Iduna,3.182,0.1714,106.976,151.93,188.60,176
Irma,2.772,0.2340,69.049,108.42,39.44,177
Belisana,2.461,0.0424,35.81,271.53,211.55,178
Klytaemnestra,2.973,0.1101,69.946,103.14,104.03,179
Eucharis,3.127,0.2073,115.383,29.01,318.88,181
Elsa,2.415,0.1869,39.520,184.66,310.76,182
Istria,2.794,0.3483,32.927,357.52,263.95,183
Dejopeja,3.187,0.0654,62.483,104.59,210.73,184
Eunike,2.738,0.1274,160.464,43.00,223.58,185
Celuta,2.362,0.1499,49.99,98.60,315.42,186
Lamberta,2.729,0.2408,147.294,295.27,196.75,187
Menippe,2.761,0.1796,35.752,56.52,69.91,188
Phthia,2.451,0.0358,38.490,130.03,168.86,189
Ismene,3.991,0.1676,159,23.14,271.06,190
Kolga,2.895,0.0878,94.536,7.35,226.07,191
Nausikaa,2.402,0.2458,98.776,262.76,30.69,192
Ambrosia,2.6,0.2975,26.302,80.29,82.52,193
Prokne,2.616,0.2377,161.667,148.50,163.11,194
Eurykleia,2.876,0.0430,93.109,158.78,117.88,195
Philomela,3.115,0.0154,144.626,268.38,202.45,196
Arete,2.738,0.1636,31.729,95.92,245.88,197
Ampella,2.458,0.2277,54.323,281.65,89.22,198
Byblis,3.167,0.1819,76.129,76.50,180.06,199
Dynamene,2.738,0.1325,128.301,83.90,86.87,200
Penelope,2.68,0.1792,85.877,169.01,180.91,201
Chryseis,3.071,0.1041,86.15,19.02,359.94,202
Pompeja,2.738,0.0592,124.592,120.01,59.95,203
Kallisto,2.671,0.1737,48.566,322.11,55.42,204
Martha,2.776,0.0368,76.983,265.85,175.81,205
Hersilia,2.741,0.0392,113,60.34,302.77,206
Hedda,2.284,0.0297,57.880,246.44,192.62,207
Lacrimosa,2.895,0.0105,40.056,237.11,121.40,208
Dido,3.148,0.0556,179.008,303.32,249.74,209
Isabella,2.72,0.1242,86.65,232.83,14.65,210
Isolda,3.051,0.1571,141.125,272.16,173.00,211
Medea,3.116,0.1026,136.12,22.19,105.10,212
Lilaea,2.754,0.1444,82.096,270.92,162.39,213
Oenone,2.767,0.0339,35.210,157.84,317.42,215
Kleopatra,2.793,0.2514,122,282.10,179.89,216
Eudora,2.867,0.3107,65.392,35.37,155.21,217
Bianca,2.668,0.1169,60.62,263.29,62.52,218
Thusnelda,2.354,0.2233,37.674,64.00,142.63,219
Stephania,2.348,0.2577,31.738,317.05,78.70,220
Eos,3.01,0.1023,95.469,85.16,192.33,221
Lucia,3.141,0.1309,55.350,342.35,181.67,222
Rosa,3.09,0.1197,79.806,307.84,65.37,223
Oceana,2.645,0.0451,58.236,100.66,283.21,224
Henrietta,3.392,0.2631,95.934,115.28,103.81,225
Weringia,2.711,0.2042,31.494,96.38,153.90,226
Philosophia,3.165,0.1912,123.891,60.91,267.67,227
Adelinda,3.424,0.1377,105.912,31.37,309.30,229
Athamantis,2.382,0.0621,111.332,291.76,139.69,230
Vindobona,2.925,0.1523,73.545,46.33,269.25,231
Russia,2.553,0.1745,54.730,337.37,51.89,232
Asterope,2.66,0.0996,99.672,231.65,126.36,233
Barbara,2.386,0.2451,45.476,192.04,192.29,234
Carolina,2.882,0.0614,57.517,222.40,208.00,235
Honoria,2.799,0.1912,77.708,356.32,174.32,236
Coelestina,2.762,0.0710,41.08,321.10,200.56,237
Hypatia,2.905,0.0904,155.659,207.96,210.57,238
Adrastea,2.965,0.2360,37.609,259.76,209.90,239
Vanadis,2.664,0.2083,87.928,152.73,300.93,240
Germania,3.047,0.1038,168.90,288.28,80.58,241
Kriemhild,2.862,0.1219,40.802,38.73,279.12,242
Ida,2.862,0.0438,32,83.13,113.94,243
Vera,3.098,0.1972,75.949,119.88,331.68,245
Asporina,2.695,0.1090,50.891,258.71,96.19,246
Eukrate,2.741,0.2457,130.935,149.73,55.33,247
Lameia,2.471,0.0661,50.120,50.89,11.68,248
Ilse,2.377,0.2172,34.83,42.08,42.07,249
Bettina,3.145,0.1358,120.995,51.14,75.87,250
Sophia,3.099,0.0937,27.495,298.52,288.52,251
Clementina,3.162,0.0664,65.344,117.95,159.63,252
Mathilde,2.648,0.2635,52.8,267.13,157.82,253
Oppavia,2.747,0.0790,56.939,335.38,155.02,255
Walpurga,2.999,0.0653,66.634,10.53,47.51,256
Silesia,3.118,0.1119,72.66,24.03,31.65,257
Tyche,2.614,0.2049,64.78,263.12,155.67,258
Aletheia,3.131,0.1299,174.318,138.85,166.89,259
Huberta,3.447,0.1082,101.539,59.66,179.92,260
Prymno,2.331,0.0896,50.011,228.42,66.78,261
Libussa,2.8,0.1368,62.969,317.24,339.95,264
Aline,2.806,0.1541,109.494,111.21,151.78,266
Tirza,2.775,0.0992,55.998,33.53,197.11,267
Adorea,3.094,0.1368,144.585,305.94,68.44,268
Justitia,2.616,0.2129,50.728,325.22,119.73,269
Anahita,2.198,0.1503,51.400,104.05,80.52,270
Penthesilea,3.003,0.1044,65.901,263.36,57.55,271
Antonia,2.778,0.0287,26.870,8.89,68.88,272
Atropos,2.395,0.1599,29.768,299.54,121.18,273
Philagoria,3.043,0.1188,27.307,55.99,119.97,274
Sapientia,2.771,0.1635,103,9.00,39.46,275
Adelheid,3.12,0.0657,114.723,203.31,265.10,276
Elvira,2.885,0.0927,30.422,309.73,136.64,277
Paulina,2.759,0.1317,32.773,114.68,140.52,278
Thule,4.265,0.0437,126.59,300.08,26.66,279
Philia,2.942,0.1103,45.69,84.07,89.27,280
Clorinde,2.339,0.0812,39.03,107.38,296.87,282
Emma,3.05,0.1444,132.385,135.64,55.49,283
Amalia,2.359,0.2217,52.95,184.31,58.01,284
Regina,3.088,0.2045,47.156,141.11,14.42,285
Iclea,3.192,0.0243,94.30,38.39,209.61,286
Nephthys,2.353,0.0227,59.615,313.18,119.75,287
Glauke,2.759,0.2058,28.981,246.35,84.55,288
Nenetta,2.877,0.2016,37.586,146.83,190.55,289
Ludovica,2.53,0.0330,30.864,157.65,286.11,292
Brasilia,2.862,0.1051,57.486,155.20,87.08,293
Felicia,3.157,0.2332,51.865,205.50,186.19,294
Theresia,2.797,0.1675,28.340,328.05,148.21,295
Caecilia,3.166,0.1397,39.48,107.54,353.51,297
Geraldina,3.205,0.0579,67.373,297.91,324.10,300
Bavaria,2.725,0.0666,53.042,195.76,124.01,301
Clarissa,2.406,0.1100,38.53,21.64,55.03,302
Josephina,3.122,0.0565,124.923,351.31,67.04,303
Olga,2.404,0.2216,65.990,232.67,172.46,304
Gordonia,3.091,0.1961,47.739,46.55,260.70,305
Unitas,2.358,0.1507,47.200,273.31,168.05,306
Nike,2.905,0.1438,61.313,208.97,324.19,307
Polyxo,2.749,0.0395,128.578,146.00,112.42,308
Fraternitas,2.665,0.1137,41.075,282.63,311.08,309
Margarita,2.76,0.1164,33.708,206.93,325.09,310
Claudia,2.896,0.0053,26.300,268.20,82.92,311
Pierretta,2.781,0.1605,46.191,107.52,262.32,312
Chaldaea,2.375,0.1821,71.183,80.99,315.89,313
Rosalia,3.159,0.1714,60.689,106.66,191.64,314
Goberta,3.185,0.1282,56.067,300.24,316.99,316
Magdalena,3.193,0.0847,85,144.91,295.61,318
Leona,3.408,0.2160,49.943,273.14,227.79,319
Florentina,2.884,0.0472,27.974,165.22,35.33,321
Phaeo,2.782,0.2448,69.855,48.21,114.69,322
Brucia,2.382,0.2994,27.714,175.03,291.54,323
Bamberga,2.681,0.3414,220.691,314.55,44.21,324
Heidelberga,3.215,0.1512,75.72,347.27,70.60,325
Tamara,2.318,0.1899,93.00,225.02,238.52,326
Columbia,2.776,0.0610,30.291,277.72,307.88,327
Gudrun,3.107,0.1069,145.680,321.43,107.18,328
Svea,2.477,0.0243,81.057,68.05,56.13,329
Etheridgea,3.026,0.0961,74.92,102.41,333.78,331
Siri,2.773,0.0883,40.37,251.35,297.91,332
Badenia,3.133,0.1599,72.199,126.57,22.96,333
Chicago,3.889,0.0242,198.770,4.30,151.16,334
Roberta,2.475,0.1727,97.109,141.82,139.83,335
Lacadiera,2.252,0.0956,63.356,187.74,31.01,336
Devosa,2.383,0.1362,64.549,344.57,99.43,337
Budrosa,2.913,0.0188,50.506,340.93,108.53,338
Dorothea,3.01,0.0986,44.329,288.34,164.68,339
Eduarda,2.747,0.1167,28.025,95.11,43.13,340
Endymion,2.568,0.1299,64.266,94.30,225.00,342
Desiderata,2.597,0.3140,124.181,52.01,237.60,344
Tercidina,2.325,0.0618,90.243,123.68,231.15,345
Hermentaria,2.795,0.1027,86.447,250.51,291.91,346
Pariana,2.612,0.1657,48.615,115.25,86.26,347
May,2.97,0.0711,82.82,46.87,13.59,348
Dembowska,2.926,0.0905,139.77,342.96,344.48,349
Ornamenta,3.108,0.1599,128.729,177.15,337.79,350
Yrsa,2.765,0.1558,39.720,347.99,31.81,351
Gisela,2.195,0.1498,26.744,320.98,144.40,352
Eleonora,2.803,0.1121,148.970,183.83,6.39,354
Liguria,2.756,0.2409,145.503,98.73,79.38,356
Ninina,3.152,0.0772,124.107,135.43,255.54,357
Apollonia,2.875,0.1531,90.116,224.10,252.78,358
Georgia,2.728,0.1570,43.89,42.15,337.85,359
Carlova,3.003,0.1734,129.125,6.91,289.86,360
Bononia,3.965,0.2108,154.334,219.72,68.34,361
Havnia,2.579,0.0443,98,156.67,31.45,362
Padua,2.746,0.0719,97,265.82,296.32,363
Isara,2.221,0.1487,25.901,78.37,313.13,364
Corduba,2.804,0.1571,86.773,294.95,215.71,365
Vincentina,3.144,0.0566,86.368,275.69,333.58,366
Haidea,3.073,0.2013,69.277,275.36,95.42,368
Aeria,2.649,0.0970,73.767,210.10,269.79,369
Modestia,2.324,0.0909,38.093,46.04,68.22,370
Bohemia,2.727,0.0635,52.976,222.47,342.16,371
Palma,3.163,0.2546,173.642,268.38,115.23,372
Melusina,3.122,0.1380,98.695,123.96,348.91,373
Burgundia,2.779,0.0790,44.67,359.99,25.77,374
Ursula,3.125,0.1036,216,115.26,341.44,375
Geometria,2.288,0.1727,35.465,112.53,316.76,376
Campania,2.69,0.0754,90.346,0.02,196.08,377
Holmia,2.776,0.1308,27.831,278.77,157.26,378
Huenna,3.143,0.1799,84.787,119.24,180.72,379
Fiducia,2.679,0.1128,67.508,200.90,240.01,380
Myrrha,3.223,0.0899,127.639,330.07,144.02,381
Dodona,3.121,0.1709,65.209,3.36,270.39,382
Janina,3.14,0.1681,43.482,68.38,324.56,383
Burdigala,2.655,0.1464,34.435,270.29,34.64,384
Ilmatar,2.848,0.1256,85.837,214.95,189.06,385
Siegena,2.899,0.1690,165.01,105.03,220.78,386
Aquitania,2.74,0.2349,100.51,318.15,157.45,387
Charybdis,3.007,0.0663,125.754,31.93,330.44,388
Industria,2.608,0.0665,74.378,96.86,265.07,389
Alma,2.653,0.1311,25.688,231.91,191.56,390
Wilhelmina,2.884,0.1391,60.750,5.30,173.45,392
Lampetia,2.781,0.3302,116.191,238.62,90.82,393
Arduina,2.762,0.2275,29.970,299.82,271.31,394
Delia,2.785,0.0846,44.189,277.52,11.13,395
Aeolia,2.74,0.1601,39.242,156.63,21.42,396
Vienna,2.634,0.2482,49.032,303.26,140.07,397
Admete,2.738,0.2237,49.771,27.22,160.54,398
Persephone,3.05,0.0763,39.566,266.12,192.98,399
Ducrosa,3.128,0.1158,36.001,291.95,237.30,400
Ottilia,3.346,0.0317,87.803,128.63,300.89,401
Chloe,2.559,0.1123,55.421,25.20,17.34,402
Cyane,2.81,0.0981,53.574,49.80,254.52,403
Arsinoe,2.593,0.2003,94.970,153.02,120.66,404
Thia,2.584,0.2434,108.894,241.86,308.72,405
Erna,2.918,0.1783,46.266,125.08,37.65,406
Arachne,2.624,0.0705,95.07,258.24,82.42,407
Fama,3.166,0.1455,35.620,138.88,108.57,408
Aspasia,2.575,0.0719,171.012,17.36,353.57,409
Chloris,2.724,0.2414,118.929,204.53,172.82,410
Xanthe,2.935,0.1151,76.53,202.67,181.32,411
Elisabetha,2.762,0.0419,96.056,70.22,91.86,412
Edburga,2.585,0.3416,34.242,197.54,252.88,413
Liriope,3.507,0.0732,88.760,121.14,318.42,414
Palatia,2.793,0.3000,83.560,54.92,299.09,415
Vaticana,2.792,0.2176,85.47,330.38,198.29,416
Suevia,2.8,0.1356,54.874,325.70,348.57,417
Alemannia,2.594,0.1195,40.330,345.64,125.92,418
Aurelia,2.598,0.2514,148.701,48.45,44.65,419
Bertholda,3.414,0.0290,138.699,173.60,234.85,420
Diotima,3.069,0.0351,175.859,244.94,199.40,423
Gratia,2.774,0.1089,102.565,54.71,333.83,424
Cornelia,2.886,0.0589,67.925,107.01,121.97,425
Hippo,2.888,0.1058,137.562,289.83,221.81,426
Galene,2.971,0.1198,32.193,116.14,11.19,427
Lotis,2.607,0.1236,69.62,196.03,169.17,429
Hybris,2.85,0.2505,31.702,323.44,179.25,430
Nephele,3.14,0.1706,101.900,223.72,217.20,431
Pythia,2.369,0.1462,46.90,185.14,173.87,432
Ella,2.449,0.1551,34.792,60.11,333.25,435
Patricia,3.201,0.0694,58.609,166.35,41.05,436
Zeuxo,2.554,0.0682,58.871,207.46,210.38,438
Ohio,3.133,0.0663,70.421,27.94,244.49,439
Bathilde,2.807,0.0812,65.131,46.08,202.95,441
Eichsfeldia,2.345,0.0703,62.171,15.28,84.56,442
Photographica,2.215,0.0405,25.504,87.55,348.68,443
Gyptis,2.77,0.1743,159.331,80.00,154.56,444
Edna,3.198,0.1975,87.812,174.48,81.66,445
Aeternitas,2.788,0.1256,53.562,147.56,279.06,446
Valentine,2.984,0.0452,85.224,241.78,321.41,447
Natalie,3.135,0.1883,50.534,24.11,293.55,448
Hamburga,2.552,0.1728,85.59,254.28,48.54,449
Brigitta,3.019,0.0976,37.038,138.67,359.11,450
Patientia,3.067,0.0717,253.900,288.40,335.86,451
Mathesis,2.626,0.1114,81.743,200.67,177.46,454
Bruchsalia,2.655,0.2951,88.792,315.18,273.52,455
Abnoba,2.789,0.1789,37.713,64.47,7.17,456
Hercynia,2.994,0.2424,36.698,122.52,277.15,458
Signe,2.619,0.2112,25.784,194.64,19.49,459
Saskia,3.116,0.1449,43.603,318.62,308.56,461
Eriphyla,2.876,0.0887,34.274,346.93,250.07,462
Megaira,2.801,0.2050,77.056,19.80,257.86,464
Alekto,3.093,0.2054,73.34,10.09,284.11,465
Tisiphone,3.365,0.0936,95.495,155.70,253.47,466
Laura,2.945,0.1064,39.471,32.62,94.02,467
Lina,3.133,0.1963,60.238,24.93,332.24,468
Argentina,3.193,0.1583,133.718,138.29,211.60,469
Kilia,2.406,0.0947,27.750,127.04,47.81,470
Papagena,2.89,0.2287,148.128,86.07,315.63,471
Roma,2.544,0.0950,50.278,138.93,296.51,472
Prudentia,2.453,0.2109,40.972,9.64,156.13,474
Hedwig,2.65,0.0730,138.493,13.08,1.40,476
Tergeste,3.021,0.0806,80.738,250.00,242.21,478
Caprera,2.721,0.2189,60.088,281.24,269.49,479
Hansa,2.643,0.0462,56.22,185.05,213.25,480
Emita,2.739,0.1579,101.829,216.07,349.42,481
Petrina,3,0.0968,45.751,305.57,87.73,482
Seppina,3.426,0.0511,66.858,158.08,162.99,483
Pittsburghia,2.667,0.0579,30.060,79.04,189.55,484
Genua,2.748,0.1918,63.88,190.98,272.21,485
Venetia,2.67,0.0861,59.046,54.33,281.16,487
Kreusa,3.182,0.1570,168.117,184.03,74.26,488
Comacina,3.151,0.0479,139.39,277.69,9.22,489
Veritas,3.172,0.0897,118.803,21.14,193.25,490
Carina,3.195,0.0864,91.176,283.29,231.63,491
Gismonda,3.112,0.1791,53.418,266.15,296.82,492
Griseldis,3.115,0.1766,41.550,191.78,46.81,493
Virtus,2.984,0.0647,100.786,167.95,215.66,494
Eulalia,2.488,0.1289,37.287,146.99,207.86,495
Iva,2.849,0.3013,40.932,291.81,3.54,497
Tokio,2.651,0.2232,81.83,274.30,241.90,498
Venusia,4.011,0.2169,77.328,35.20,174.82,499
Selinur,2.614,0.1440,40.828,149.39,74.94,500
Urhixidur,3.164,0.1416,74.457,190.02,356.28,501
Evelyn,2.722,0.1758,81.68,177.44,41.66,503
Cora,2.723,0.2153,30.438,181.40,248.36,504
Cava,2.688,0.2430,115,308.02,336.88,505
Marion,3.039,0.1470,105.94,190.61,145.68,506
Laodica,3.153,0.1013,45.170,181.45,100.43,507
Princetonia,3.16,0.0077,117.241,3.93,206.85,508
Iolanda,3.061,0.0964,51.892,258.03,157.46,509
Mabella,2.611,0.1909,60.450,17.16,91.19,510
Davida,3.162,0.1884,270.327,149.38,337.16,511
Centesima,3.013,0.0847,48.805,164.15,225.78,513
Armida,3.046,0.0374,120.093,59.57,110.78,514
Athalia,3.122,0.1762,41.190,104.65,300.27,515
Amherstia,2.681,0.2734,65.144,114.93,258.14,516
Edith,3.155,0.1794,111.890,32.08,143.55,517
Sylvania,2.792,0.1831,40.078,166.25,302.76,519
Franziska,3.003,0.1105,25.261,234.99,21.11,520
Brixia,2.743,0.2783,107.227,23.05,316.03,521
Helga,3.628,0.0867,101.22,123.54,248.73,522
Ada,2.967,0.1790,31.89,56.77,189.93,523
Fidelio,2.637,0.1280,65.527,297.23,79.23,524
Jena,3.125,0.1320,44.840,171.91,357.69,526
Euryanthe,2.725,0.1509,52.627,322.64,204.14,527
Rezia,3.397,0.0219,91.966,79.40,350.85,528
Preziosa,3.021,0.0947,32.01,316.82,331.99,529
Turandot,3.187,0.2182,84.85,79.39,199.46,530
Herculina,2.771,0.1788,167.791,197.17,76.63,532
Sara,2.981,0.0445,30.819,316.81,32.39,533
Nassovia,2.883,0.0592,32.333,146.47,338.36,534
Montague,2.569,0.0253,79.299,279.77,68.53,535
Merapi,3.496,0.0874,147.066,243.65,295.73,536
Pauly,3.073,0.2291,40.732,302.02,187.59,537
Friederike,3.156,0.1708,70.640,266.65,227.56,538
Pamina,2.737,0.2140,68.356,291.67,97.42,539
Deborah,2.814,0.0497,60.147,3.33,359.43,541
Susanna,2.905,0.1422,42.117,234.56,216.84,542
Charlotte,3.064,0.1531,45.613,300.84,108.44,543
Jetta,2.591,0.1532,27.169,118.19,343.07,544
Messalina,3.201,0.1700,112.631,288.83,331.18,545
